Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
64863,A is for Alibi,Sue Grafton,crime,"['Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook', 'Detective']",3.86,"April 15, 1982",308,['Shamus Award'],"A IS FOR AVENGER. A tough-talking former cop, private investigator Kinsey Millhone has set up a modest detective agency in a quiet corner of Santa Teresa, California. She's a twice-divorced loner with few personal possessions and fewer personal attachments but with a soft spot for underdogs and lost causes.A IS FOR ACCUSED. That's why she draws desperate clients like Nikki Fife. Eight years ago, she was convicted of killing her philandering husband. Now she's out on parole and needs Kinsey's help to find the real killer. But after all this time, clearing Nikki's bad name won't be easy.A IS FOR ALIBI. If there's one thing that makes Kinsey Millhone feel alive, it's playing on the edge. When her investigation turns up a second corpse, more suspects, and a new reason to kill, Kinsey discovers that the edge is closer--and sharper--than she imagined.Librarian's note: there are 25 titles in this extraordinary series: ""A"" Is for Alibi (1982); ""B"" Is for Burglar (1985); ""C"" Is for Corpse (1986); ""D"" Is for Deadbeat (1987); ""E"" Is for Evidence (1988); ""F"" Is for Fugitive (1989); ""G"" Is for Gumshoe (1990); ""H"" Is for Homicide (1991); ""I"" Is for Innocent (1992); ""J"" Is for Judgment (1993); ""K"" Is for Killer (1994); ""L"" is for Lawless (1995); ""M"" Is for Malice (1996); ""N"" Is for Noose (1998); ""O"" Is for Outlaw (1999); ""P"" Is for Peril (2001); ""Q"" Is for Quarry (2002); ""R"" Is for Ricochet (2004); ""S"" Is for Silence (2005); ""T"" Is for Trespass (2007); ""U"" Is for Undertow (2009); ""V"" Is for Vengeance (2011); ""W"" Is for Wasted (2013); ""X"" (2015), and lastly, “Y” Is for Yesterday (2017). Work on ""Z"" had not begun at the time of the author's death in late 2017.","Sue Grafton was a #1 New York Times bestselling author. She is best known for her “alphabet series” featuring private investigator Kinsey Millhone in the fictional city of Santa Teresa, California. Prior to success with this series, she wrote screenplays for television movies. Her earlier novels include Keziah Dane (1967) and The Lolly-Madonna War (1969), both out of print. In the book Kinsey and Me she gave us stories that revealed Kinsey's origins and Sue's past.Grafton never wanted her novels to be turned into movies or TV shows. According to her family she would never allow a ghost writer to write in her name. Because of these things, and out of respect for Sue’s wishes, the family announced the alphabet now ends at “Y” Grafton was named a Grand Master by the Mystery Writers of America and received the Lifetime Achievement Award from the Private Eye Writers of America, the Ross Macdonald Literary Award, three Shamus Awards, and many other honors and awards.Grafton had three children from previous marriages and several grandchildren, including a granddaughter named Kinsey. She and her husband lived in Montecito, California, and Louisville, Kentucky.",151,6023,5457,177569,"['55324 (31%)', '60659 (34%)', '47273 (26%)', '10568 (5%)', '3745 (2%)']"
