Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
1294681,And Still I Rise,Maya Angelou,poetry,"['Classics', 'Feminism', 'Nonfiction', 'African American', 'Race', 'Audiobook']",4.42,"January 1, 1978",112,['N/A'],"Maya Angelou's poetry - lyrical and dramatic, exuberant and playful - speaks of love, longing, partings; of Saturday night partying, and the smells and sounds of Southern cities; of freedom and shattered dreams. 'The caged bird sings/ with a fearful trill/ of things unknown/ but longed for still/ and his tune is heard/ on the distant hill/ for the caged bird/ sings of freedom.'","Maya Angelou, born Marguerite Ann Johnson April 4, 1928 in St. Louis, Missouri, was an American poet, memoirist, actress and an important figure in the American Civil Rights Movement. In 2001 she was named one of the 30 most powerful women in America by Ladies Home Journal. Maya Angelou is known for her series of six autobiographies, starting with I Know Why the Caged Bird Sings, (1969) which was nominated for a National Book Award and called her magnum opus. Her volume of poetry, Just Give Me a Cool Drink of Water 'Fore I Die (1971) was nominated for the Pulitzer Prize.",187,12.4k,708,8006,"['4455 (55%)', '2608 (32%)', '785 (9%)', '131 (1%)', '27 (<1%)']"
