Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
96358,Batman The Killing Joke,Alan Moore,graphic-novels,"['Graphic Novels', 'Batman', 'Fiction', 'Graphic Novels Comics', 'Dc Comics', 'Comic Book']",4.37,"November 16, 1988",50,"['Harvey Awards', 'Will Eisner Comic Industry Awards']","For the first time the Joker's origin is revealed in this tale of insanity and human perseverance. Looking to prove that any man can be pushed past his breaking point and go mad, the Joker attempts to drive Commissioner Gordon insane. After shooting and permanently paralyzing his daughter Barbara (a.k.a. Batgirl), the Joker kidnaps the commissioner and attacks his mind in hopes of breaking the man. But refusing to give up, Gordon maintains his sanity with the help of Batman in an effort to beset the madman.","Alan Moore is an English writer most famous for his influential work in comics, including the acclaimed graphic novels Watchmen, V for Vendetta and From Hell. He has also written a novel, Voice of the Fire, and performs ""workings"" (one-off performance art/spoken word pieces) with The Moon and Serpent Grand Egyptian Theatre of Marvels, some of which have been released on CD.As a comics writer, Moore is notable for being one of the first writers to apply literary and formalist sensibilities to the mainstream of the medium. As well as including challenging subject matter and adult themes, he brings a wide range of influences to his work, from the literary–authors such as William S. Burroughs, Thomas Pynchon, Robert Anton Wilson and Iain Sinclair; New Wave science fiction writers such as Michael Moorcock; horror writers such as Clive Barker; to the cinematic–filmmakers such as Nicolas Roeg. Influences within comics include Will Eisner, Harvey Kurtzman, Jack Kirby and Bryan Talbot.",839,18.8k,6115,202464,"['112188 (55%)', '60739 (29%)', '22814 (11%)', '4832 (2%)', '1891 (<1%)']"
