Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
64481,A Northern Light,Jennifer Donnelly,historical-fiction,"['Young Adult', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Teen']",3.83,"April 1, 2003",396,"['Borders Original Voices Award', 'Los Angeles Times Book Prize', 'Michael L. Printz Award', 'Charlotte Award', 'Rhode Island Teen Book Award', 'Lincoln Award', 'Carnegie Medal', 'Gateway Readers Award']","Sixteen-year-old Mattie Gokey has big dreams but little hope of seeing them come true. Desperate for money, she takes a job at the Glenmore, where hotel guest Grace Brown entrusts her with the task of burning a secret bundle of letters. But when Grace's drowned body is fished from the lake, Mattie discovers that the letters could reveal the grim truth behind a murder.Set in 1906 against the backdrop of the murder that inspired Theodore Dreiser's An American Tragedy, Jennifer Donnelly's astonishing debut novel effortlessly weaves romance, history, and a murder mystery into something moving, and real, and wholly original.Includes a reader's guide and an interview with the author.","Jennifer Donnelly is the author of thirteen novels - Poisoned, Stepsister, Lost in a Book, These Shallow Graves, Sea Spell, Dark Tide, Rogue Wave, Deep Blue, Revolution, A Northern Light, The Tea Rose, The Winter Rose and The Wild Rose - and Humble Pie, a picture book for children. She is a co-author of Fatal Throne, which explores the lives of King Henry VIII's six wives, for which she wrote the part of Anna of Cleves, Henry's fourth wife.She grew up in New York State, in Lewis and Westchester counties, and attended the University of Rochester where she majored in English Literature and European History. Jennifer’s first novel, The Tea Rose, an epic historical novel set in London and New York in the late 19th century, was called “exquisite” by Booklist, “so much fun” by the Washington Post, a “guilty pleasure” by People and was named a Top Pick by the Romantic Times. The Rose trilogy continued with The Winter Rose and The Wild Rose.Her second novel, A Northern Light, set in the Adirondacks of 1906, against the backdrop of an infamous murder, won the Carnegie Medal, the Los Angeles Times Book Prize, the Borders Original Voices Award, and was named a Printz Honor book. Described as “rich and true” by The New York Times, the book was named to the Best Book lists of The Times (London), The Irish Times, The Financial Times, Publishers Weekly, Booklist and the School Library Journal. In 2015, TIME Magazine named it one of the 100 best young adult books of all time.Revolution was named a Best Book by Amazon, Kirkus, School Library Journal, and the Chicago Public Library, and was nominated for a Carnegie Medal. The audio edition was awarded an Odyssey Honor for Excellence.In 2014, Jennifer teamed up with Disney to launch the bestselling Waterfire Saga, an epic series about six mermaids on a quest to rid the world of an ancient evil. The first book in the series, Deep Blue, was released in May, 2014; the second, Rogue Wave, launched in January 2015; the third, Dark Tide, came out in October 2015; and the fourth, Sea Spell, is scheduled for release in June 2016.In November 2015, Jennifer released the historical novel These Shallow Graves, which received starred reviews from Booklist, Publishers Weekly and Shelf Awareness, and was named a Junior Library Guild Selection. Jennifer worked with Disney again in 2017, when she published Beauty and the Beast: Lost in a Book, an original story to accompany the blockbuster Beauty and the Beast film. Lost in a Book expands on the classic tale, exploring the growing friendship between Belle and the Beast as well as Belle's ordeal within the pages of Nevermore, a magical book from which she narrowly escapes. Jennifer returned to historical fiction with Fatal Throne, a book about Henry VIII and his six wives published by Random House/Schwartz & Wade in 2018. For this project, Jennifer joined six other authors (Candace Fleming, M.T. Anderson, Stephanie Hemphill, Deborah Hopkinson, Linda Sue Park, and ",31,7383,3815,42874,"['11881 (27%)', '16709 (38%)', '10452 (24%)', '2754 (6%)', '1078 (2%)']"
