Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
61834,A Night to Remember,Walter Lord,history,"['Nonfiction', 'Classics', 'Historical', 'Audiobook', 'Survival', 'Biography']",4.07,"January 1, 1955",182,['N/A'],"First published in 1955, A Night to Remember remains a completely riveting account of the Titanic's fatal collision and the behavior of the passengers and crew, both noble and ignominious. Some sacrificed their lives, while others fought like animals for their own survival. Wives beseeched husbands to join them in lifeboats; gentlemen went taut-lipped to their deaths in full evening dress; and hundreds of steerage passengers, trapped below decks, sought help in vain. ","Walter Lord was an American author, best known for his documentary-style non-fiction account, A Night to Remember, about the sinking of the RMS Titanic.In 2009, Jenny Lawrence edited and published The Way It Was: Walter Lord on His Life and Books.",34,145,1802,21155,"['7604 (35%)', '8433 (39%)', '4254 (20%)', '682 (3%)', '182 (<1%)']"
