Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
60093178,A Scatter of Light,Malinda Lo,gay-and-lesbian,"['Young Adult', 'Lesbian', 'Queer', 'Romance', 'Contemporary', 'Fiction']",4.03,"October 4, 2022",336,['N/A'],"Award-winning author Malinda Lo returns to the Bay Area with another masterful coming-of-queer-age story, this time set against the backdrop of the first major Supreme Court decisions legalizing gay marriage. And almost sixty years after the end of Last Night at the Telegraph Club, Lo's new novel also offers a glimpse into Lily and Kath's lives since 1955.Aria Tang West was looking forward to a summer on Martha's Vineyard with her best friends--one last round of sand and sun before college. But after a graduation party goes wrong, Aria's parents exile her to California to stay with her grandmother, artist Joan West.Aria expects boredom, but what she finds is Steph Nichols, her grandmother's gardener. Soon, Aria is second-guessing who she is and what she wants to be, and a summer that once seemed lost becomes unforgettable--for Aria, her family, and the working-class queer community Steph introduces her to. It's the kind of summer that changes a life forever.","Hi Goodreads! I've only created this profile to claim my name here, and I don't check messages here or add friends. I invite you to follow me on Twitter, Instagram, or visit my website at malindalo.com.BIO: Malinda Lo is the bestselling author of Last Night at the Telegraph Club, winner of the National Book Award, the Stonewall Book Award, and the Asian/Pacific American Award for Literature, as well as Michael L. Printz and Walter Dean Myers honors. Her debut novel Ash, a Sapphic retelling of Cinderella, was a finalist for the William C. Morris YA Debut Award and the Andre Norton Award for YA Science Fiction and Fantasy, and the Lambda Literary Award. She can be found on social media @malindalo or at malindalo.com.",51,3780,702,3292,"['1006 (30%)', '1528 (46%)', '617 (18%)', '121 (3%)', '20 (<1%)']"
