Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
287380,Kare Kano His and Her Circumstances Vol 1,Masami Tsuda,manga,"['Romance', 'Graphic Novels', 'Comics', 'Shojo', 'Young Adult', 'Fiction']",3.97,"June 5, 1996",192,['N/A'],"Straight As, athlete and overall ""Ms. Popularity,"" Yukino, is the perfect student. Or at least that""s how she appears to the outside world. But when the curtains are drawn, a lazy young egomaniac lurks who will do anything and everything to be the top student in her school. Yukino finds her resolve put to the test as after years as the Idol of her class a threat emerges in the MORE perfect Soiichiro. A good-natured, studious and athletic boy he is her equal in every way but one ;that behind the act is a genuine heart driven to succeed. Yukino is desperate to regain her status anyway she can, but through embarrassing flub-ups at every turn, Soiichiro remains untouched even as they find respect for one another, and maybe, after all the dust has cleared, something more.","Name (in native language):  津田雅美Tsuda is a tea-loving, crazy manga-ka who lives in Japan. Her most famous work that has been translated into several languages is Kare Kano (or His and Her Circumstances).Tsuda likes operas, historical sites, and classic children's tales.",65,128,189,13906,"['6046 (43%)', '3462 (24%)', '2889 (20%)', '1003 (7%)', '506 (3%)']"
