Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
55475442,Addicted to You,Krista Ritchie,romance,"['New Adult', 'Contemporary', 'Contemporary Romance', 'College', 'Adult', 'Fiction']",3.83,"June 13, 2013",335,['N/A'],"Fans of Gossip Girl, Friends, and Euphoria will devour this edgy new adult romance set in a world of lust, fame, swoon-worthy men, and friendships that run deeper than blood.She’s addicted to sex. He’s addicted to booze…the only way out is rock bottom.No one would suspect shy Lily Calloway’s biggest secret. While everyone is dancing at college bars, Lily stays in the bathroom. To get laid. Her compulsion leads her to one-night stands, steamy hookups and events she shamefully regrets. The only person who knows her secret happens to have one of his own.Loren Hale’s best friend is his bottle of bourbon. Lily comes at a close second. For three years, they’ve pretended to be in a real relationship, hiding their addictions from their families. They’ve mastered the art of concealing flasks and random guys that filter in and out of their apartment.But as they sink beneath the weight of their addictions, they cling harder to their destructive relationship and wonder if a life together, for real, is better than a lie. Strangers and family begin to infiltrate their guarded lives, and with new challenges, they realize they may not just be addicted to alcohol and sex.Their real vice may be each other. New Adult Romance recommended for readers 18+ for mature content","NYT & USA Today Bestselling Authors Krista & Becca Ritchie are identical twins—one a science nerd, the other a comic book geek—but with their shared passion for writing, they combined their mental powers as kids and have never stopped telling stories. They love superheroes, flawed characters, and soul mate love. To stay up to date on new releases, bonus content, and more, sign up for Krista & Becca's Newsletter:  www.kbritchie.com/newsletter Quick note: We don't check Goodreads, so we don't respond to messages here. But if you want to connect with Becca or me, you can reach out to us on our social medias or at our website:  www.kbritchie.comInstagram | Facebook | TikTok Fans of Krista & Becca's Books:♥ Join Krista & Becca's Fizzle Force Facebook group. ♥ Inspiration for the Addicted series can be found on their Pinterest boards. ♥ Find playlists for all of their books on Spotify ♥ Check out all of their extras! Including: bonus scenes, character interviews, fun posts and more on their Extras page.",36,12.5k,12256,103728,"['29952 (28%)', '38393 (37%)', '25545 (24%)', '7133 (6%)', '2705 (2%)']"
