Uid,Title,Author,Genre,Sub_Genres,Rate,Publish_Date,Page_Num,Award,Description,Author_Desc,Book_Authored,Follower_Num,Review_Num,Rating_Num,Rating_Dist:
107032,Batman A Death in the Family,Jim Starlin,comics,"['Graphic Novels', 'Batman', 'Dc Comics', 'Comic Book', 'Graphic Novels Comics', 'Superheroes']",4.09,"November 1, 1988",144,['N/A'],"Batman readers were allowed to vote on the outcome of the story and they decided that Robin should die! As the second person to assume the role of Batman's sidekick, Jason Todd had a completely different personality than the original Robin. Rash and prone to ignore Batman's instructions, Jason was always quick to act without regard to consequences. In this fatal instance, Robin ignores his mentor's warnings when he attempts to take on the Joker by himself and pays the ultimate price. Driven by anger with Superman by his side, Batman seeks his vengeance as he looks to end the Joker's threat forever.","James P. ""Jim"" Starlin is an American comic book writer and artist. With a career dating back to the early 1970s, he is best known for ""cosmic"" tales and space opera; for revamping the Marvel Comics characters Captain Marvel and Adam Warlock; and for creating or co-creating the Marvel characters Thanos and Shang-Chi, Master of Kung Fu. Death and suicide are recurring themes in Starlin's work: Personifications of Death appeared in his Captain Marvel series and in a fill-in story for Ghost Rider; Warlock commits suicide by killing his future self; and suicide is a theme in a story he plotted and drew for The Rampaging Hulk magazine.In the mid-1970s, Starlin contributed a cache of stories to the independently published science-fiction anthology Star Reach. Here he developed his ideas of God, death, and infinity, free of the restrictions of mainstream comics publishers' self-censorship arm, the Comics Code Authority. Starlin also drew ""The Secret of Skull River"", inked by frequent collaborator Al Milgrom, for Savage Tales #5 (July 1974).When Marvel Comics wished to use the name of Captain Marvel for a new, different character,[citation needed] Starlin was given the rare opportunity to produce a one-shot story in which to kill off a main character. The Death of Captain Marvel became the first graphic novel published by the company itself. (In the late 1980s, Starlin began working more for DC Comics, writing a number of Batman stories, including the four-issue miniseries Batman: The Cult (Aug.-Nov. 1988), and the storyline ""Batman: A Death in the Family"", in Batman #426-429 (Dec. 1988 – Jan. 1989), in which Jason Todd, the second of Batman's Robin sidekicks, was killed. The death was decided by fans, as DC Comics set up a hotline for readers to vote on as to whether or not Jason Todd should survive a potentially fatal situation. For DC he created Hardcore Station.",805,391,769,30025,"['12687 (42%)', '9470 (31%)', '6035 (20%)', '1469 (4%)', '364 (1%)']"
